B_digital_(T)	B_analog_(T)	moment_(emu)	T_VTI_(K)	T_sample_(K)	sense_phase	sense_amplitude	Time
-4.99996E+0	-4.99991E+0	-2.76890E-5	2.99499E+2	2.94177E+2	-2.61324E+1	7.18539E-3	4.98739E+4
-4.99881E+0	-5.00000E+0	-2.98238E-4	2.99498E+2	2.94172E+2	-2.61225E+1	7.18532E-3	4.98810E+4
-4.96729E+0	-4.99962E+0	-6.25036E-4	2.99495E+2	2.94138E+2	-2.61161E+1	7.18790E-3	4.98872E+4
-4.92417E+0	-4.98105E+0	-4.85229E-4	2.99491E+2	2.94121E+2	-2.61277E+1	7.18328E-3	4.98936E+4
-4.86248E+0	-4.92533E+0	-3.73621E-4	2.99489E+2	2.94121E+2	-2.61523E+1	7.18562E-3	4.99015E+4
-4.80153E+0	-4.87733E+0	-4.55764E-4	2.99486E+2	2.94128E+2	-2.61631E+1	7.18797E-3	4.99074E+4
-4.74841E+0	-4.81554E+0	-5.70123E-4	2.99483E+2	2.94112E+2	-2.61593E+1	7.19110E-3	4.99146E+4
-4.69802E+0	-4.76301E+0	-8.60290E-4	2.99482E+2	2.94097E+2	-2.61496E+1	7.18303E-3	4.99206E+4
-4.64731E+0	-4.71642E+0	-4.30113E-4	2.99482E+2	2.94090E+2	-2.61101E+1	7.18444E-3	4.99266E+4
-4.59143E+0	-4.65869E+0	5.60707E-5	2.99480E+2	2.94069E+2	-2.61148E+1	7.18776E-3	4.99334E+4
-4.54222E+0	-4.61011E+0	-7.22597E-5	2.99478E+2	2.94061E+2	-2.61599E+1	7.19420E-3	4.99394E+4
-4.48976E+0	-4.55475E+0	-5.43699E-4	2.99476E+2	2.94037E+2	-2.61772E+1	7.19175E-3	4.99470E+4
-4.42905E+0	-4.50482E+0	-1.23965E-3	2.99477E+2	2.94024E+2	-2.61913E+1	7.18984E-3	4.99531E+4
-4.37974E+0	-4.45345E+0	-1.38498E-3	2.99475E+2	2.94006E+2	-2.61878E+1	7.18568E-3	4.99596E+4
-4.32728E+0	-4.39833E+0	-6.32266E-4	2.99475E+2	2.93994E+2	-2.61822E+1	7.19343E-3	4.99665E+4
-4.27866E+0	-4.35050E+0	-3.76460E-4	2.99475E+2	2.93977E+2	-2.61640E+1	7.19050E-3	4.99725E+4
-4.22591E+0	-4.29951E+0	-2.50004E-4	2.99473E+2	2.93962E+2	-2.61510E+1	7.18758E-3	4.99785E+4
-4.17758E+0	-4.24738E+0	-4.02298E-4	2.99473E+2	2.93954E+2	-2.61783E+1	7.19131E-3	4.99845E+4
-4.12664E+0	-4.20131E+0	-8.49783E-4	2.99473E+2	2.93949E+2	-2.61659E+1	7.18847E-3	4.99906E+4
-4.08026E+0	-4.15572E+0	-7.28480E-4	2.99473E+2	2.93935E+2	-2.61464E+1	7.18803E-3	4.99966E+4
-4.03391E+0	-4.10953E+0	-3.92882E-4	2.99473E+2	2.93909E+2	-2.61327E+1	7.18920E-3	5.00025E+4
-3.98483E+0	-4.05914E+0	-5.16947E-4	2.99471E+2	2.93906E+2	-2.61396E+1	7.18946E-3	5.00086E+4
-3.93621E+0	-4.00963E+0	-2.18296E-4	2.99473E+2	2.93939E+2	-2.61419E+1	7.18852E-3	5.00146E+4
-3.89583E+0	-3.96464E+0	-1.78619E-4	2.99472E+2	2.93909E+2	-2.61555E+1	7.19497E-3	5.00206E+4
-3.84433E+0	-3.91180E+0	-2.86648E-4	2.99473E+2	2.93890E+2	-2.61413E+1	7.19140E-3	5.00272E+4
-3.78247E+0	-3.86193E+0	-6.99699E-4	2.99473E+2	2.93882E+2	-2.61286E+1	7.19027E-3	5.00331E+4
-3.72387E+0	-3.79828E+0	-7.77917E-4	2.99473E+2	2.93875E+2	-2.61547E+1	7.18886E-3	5.00413E+4
-3.67465E+0	-3.74529E+0	-5.66091E-4	2.99473E+2	2.93858E+2	-2.61557E+1	7.18854E-3	5.00472E+4
-3.62476E+0	-3.68515E+0	-4.42201E-4	2.99475E+2	2.93844E+2	-2.61409E+1	7.19260E-3	5.00549E+4
-3.56740E+0	-3.63619E+0	-5.26014E-4	2.99474E+2	2.93854E+2	-2.61520E+1	7.19631E-3	5.00608E+4
-3.51769E+0	-3.58537E+0	-7.08141E-4	2.99474E+2	2.93822E+2	-2.61471E+1	7.19194E-3	5.00675E+4
-3.46467E+0	-3.53855E+0	-7.07961E-4	2.99475E+2	2.93812E+2	-2.61447E+1	7.19697E-3	5.00736E+4
-3.41300E+0	-3.48661E+0	-7.81728E-4	2.99474E+2	2.93806E+2	-2.61688E+1	7.19335E-3	5.00796E+4
-3.36439E+0	-3.43460E+0	-5.76789E-4	2.99476E+2	2.93781E+2	-2.61670E+1	7.19855E-3	5.00856E+4
-3.31361E+0	-3.38909E+0	-5.71281E-4	2.99475E+2	2.93783E+2	-2.61581E+1	7.18967E-3	5.00916E+4
-3.26494E+0	-3.34367E+0	-5.54386E-4	2.99477E+2	2.93775E+2	-2.61500E+1	7.19708E-3	5.00976E+4
-3.21778E+0	-3.29718E+0	-1.92818E-4	2.99478E+2	2.93749E+2	-2.61690E+1	7.19556E-3	5.01036E+4
-3.16944E+0	-3.24638E+0	-6.09410E-6	2.99477E+2	2.93736E+2	-2.61607E+1	7.19650E-3	5.01095E+4
-3.12243E+0	-3.19275E+0	-1.03189E-4	2.99477E+2	2.93740E+2	-2.61609E+1	7.19593E-3	5.01156E+4
-3.08173E+0	-3.14550E+0	-1.59572E-4	2.99478E+2	2.93756E+2	-2.61496E+1	7.19595E-3	5.01216E+4
-3.03720E+0	-3.10041E+0	-2.39057E-4	2.99478E+2	2.93728E+2	-2.61429E+1	7.19626E-3	5.01275E+4
-2.98951E+0	-3.04934E+0	-2.74273E-4	2.99479E+2	2.93718E+2	-2.61931E+1	7.19749E-3	5.01336E+4
-2.93697E+0	-2.99728E+0	3.06438E-5	2.99479E+2	2.93723E+2	-2.61921E+1	7.19652E-3	5.01396E+4
-2.88633E+0	-2.94902E+0	-1.85439E-4	2.99479E+2	2.93707E+2	-2.61444E+1	7.19930E-3	5.01456E+4
-2.83582E+0	-2.90294E+0	-4.61912E-4	2.99481E+2	2.93683E+2	-2.61516E+1	7.19934E-3	5.01515E+4
-2.75241E+0	-2.80147E+0	-8.43775E-4	2.99481E+2	2.93647E+2	-2.61475E+1	7.19647E-3	5.01649E+4
-2.70226E+0	-2.77481E+0	-7.73863E-4	2.99483E+2	2.93667E+2	-2.61557E+1	7.20007E-3	5.01676E+4
-2.66305E+0	-2.72806E+0	-6.30220E-4	2.99483E+2	2.93654E+2	-2.61513E+1	7.19735E-3	5.01736E+4
-2.61788E+0	-2.67641E+0	-6.29142E-4	2.99484E+2	2.93636E+2	-2.61403E+1	7.19594E-3	5.01796E+4
-2.56782E+0	-2.62585E+0	-5.64688E-4	2.99484E+2	2.93639E+2	-2.61544E+1	7.19550E-3	5.01856E+4
-2.51829E+0	-2.58036E+0	-4.52317E-5	2.99483E+2	2.93628E+2	-2.61551E+1	7.19445E-3	5.01916E+4
-2.46661E+0	-2.53325E+0	5.78003E-6	2.99485E+2	2.93605E+2	-2.61425E+1	7.19613E-3	5.01975E+4
-2.41712E+0	-2.47967E+0	-5.18406E-4	2.99486E+2	2.93604E+2	-2.61563E+1	7.20058E-3	5.02036E+4
-2.36605E+0	-2.42769E+0	-4.46425E-4	2.99485E+2	2.93594E+2	-2.61836E+1	7.20039E-3	5.02096E+4
-2.31479E+0	-2.38151E+0	-2.73521E-4	2.99485E+2	2.93563E+2	-2.61657E+1	7.19535E-3	5.02155E+4
-2.27042E+0	-2.32546E+0	-6.89118E-4	2.99487E+2	2.93567E+2	-2.61534E+1	7.19785E-3	5.02224E+4
-2.22376E+0	-2.27596E+0	-1.03868E-3	2.99485E+2	2.93560E+2	-2.61794E+1	7.19711E-3	5.02284E+4
-2.17094E+0	-2.22789E+0	-8.29467E-4	2.99485E+2	2.93553E+2	-2.61821E+1	7.19468E-3	5.02345E+4
-2.12016E+0	-2.18128E+0	-6.27463E-4	2.99486E+2	2.93543E+2	-2.61726E+1	7.20058E-3	5.02406E+4
-2.05730E+0	-2.11449E+0	-5.76190E-4	2.99487E+2	2.93543E+2	-2.61723E+1	7.19611E-3	5.02485E+4
-2.00918E+0	-2.06086E+0	-3.85912E-4	2.99487E+2	2.93537E+2	-2.61713E+1	7.19541E-3	5.02545E+4
-1.96105E+0	-2.01128E+0	-1.25327E-4	2.99488E+2	2.93542E+2	-2.61603E+1	7.19771E-3	5.02606E+4
-1.90867E+0	-1.96476E+0	2.54993E-4	2.99489E+2	2.93517E+2	-2.61259E+1	7.19909E-3	5.02665E+4
-1.86020E+0	-1.91826E+0	1.62010E-4	2.99490E+2	2.93485E+2	-2.61313E+1	7.19528E-3	5.02726E+4
-1.80828E+0	-1.86787E+0	-1.24945E-4	2.99490E+2	2.93493E+2	-2.61621E+1	7.19778E-3	5.02786E+4
-1.75476E+0	-1.81424E+0	-5.17222E-4	2.99490E+2	2.93488E+2	-2.61650E+1	7.19828E-3	5.02855E+4
-1.71361E+0	-1.76575E+0	-8.36952E-4	2.99491E+2	2.93478E+2	-2.61649E+1	7.19854E-3	5.02915E+4
-1.66821E+0	-1.71302E+0	-6.25850E-4	2.99490E+2	2.93490E+2	-2.61617E+1	7.19974E-3	5.02976E+4
-1.59678E+0	-1.65418E+0	-3.25779E-4	2.99491E+2	2.93477E+2	-2.61687E+1	7.19668E-3	5.03053E+4
-1.55159E+0	-1.60435E+0	-4.04718E-4	2.99492E+2	2.93484E+2	-2.61484E+1	7.19710E-3	5.03113E+4
-1.49463E+0	-1.54272E+0	-4.35958E-4	2.99494E+2	2.93456E+2	-2.61417E+1	7.19970E-3	5.03182E+4
-1.43748E+0	-1.49309E+0	1.94581E-4	2.99495E+2	2.93435E+2	-2.61723E+1	7.19637E-3	5.03241E+4
-1.38823E+0	-1.44583E+0	5.63641E-4	2.99495E+2	2.93438E+2	-2.61705E+1	7.19881E-3	5.03306E+4
-1.33881E+0	-1.39610E+0	-7.69728E-5	2.99495E+2	2.93430E+2	-2.61669E+1	7.20676E-3	5.03365E+4
-1.29319E+0	-1.33589E+0	2.66296E-4	2.99495E+2	2.93432E+2	-2.62091E+1	7.20399E-3	5.03435E+4
-1.23909E+0	-1.28481E+0	-3.63666E-5	2.99495E+2	2.93434E+2	-2.61867E+1	7.20116E-3	5.03495E+4
-1.18620E+0	-1.23790E+0	-9.86666E-4	2.99495E+2	2.93407E+2	-2.61526E+1	7.19953E-3	5.03556E+4
-1.13702E+0	-1.19356E+0	-9.24906E-4	2.99496E+2	2.93393E+2	-2.61371E+1	7.20282E-3	5.03616E+4
-1.07871E+0	-1.13229E+0	-1.37563E-3	2.99496E+2	2.93376E+2	-2.61460E+1	7.19960E-3	5.03694E+4
-1.02344E+0	-1.07780E+0	-1.18278E-3	2.99497E+2	2.93367E+2	-2.61671E+1	7.19768E-3	5.03753E+4
-9.75986E-1	-1.02471E+0	-4.67006E-4	2.99496E+2	2.93375E+2	-2.61691E+1	7.20270E-3	5.03816E+4
-9.33193E-1	-9.78502E-1	-3.38601E-4	2.99496E+2	2.93357E+2	-2.61744E+1	7.20050E-3	5.03882E+4
-8.68486E-1	-9.23203E-1	-6.99895E-4	2.99494E+2	2.93336E+2	-2.61640E+1	7.20056E-3	5.03949E+4
-8.15521E-1	-8.57368E-1	-3.62339E-4	2.99491E+2	2.93309E+2	-2.61593E+1	7.20451E-3	5.04023E+4
-7.65182E-1	-8.05568E-1	3.32631E-4	2.99488E+2	2.93276E+2	-2.61739E+1	7.19860E-3	5.04085E+4
-7.16843E-1	-7.58296E-1	3.91506E-4	2.99488E+2	2.93274E+2	-2.61709E+1	7.19713E-3	5.04146E+4
-6.69022E-1	-7.07269E-1	-2.27910E-4	2.99491E+2	2.93279E+2	-2.61427E+1	7.19954E-3	5.04206E+4
-6.14236E-1	-6.57592E-1	-2.62998E-4	2.99495E+2	2.93283E+2	-2.61346E+1	7.20268E-3	5.04266E+4
-5.61765E-1	-6.02724E-1	-8.68121E-4	2.99498E+2	2.93268E+2	-2.61658E+1	7.20180E-3	5.04336E+4
-5.08053E-1	-5.43868E-1	-4.71181E-4	2.99499E+2	2.93266E+2	-2.61697E+1	7.20090E-3	5.04408E+4
-4.45998E-1	-4.95275E-1	1.45892E-4	2.99498E+2	2.93268E+2	-2.61663E+1	7.20277E-3	5.04467E+4
-3.98198E-1	-4.45346E-1	4.31462E-4	2.99498E+2	2.93250E+2	-2.61809E+1	7.20390E-3	5.04536E+4
-3.59948E-1	-3.92667E-1	4.13456E-4	2.99496E+2	2.93240E+2	-2.61596E+1	7.20361E-3	5.04596E+4
-3.14116E-1	-3.42276E-1	-5.43639E-5	2.99496E+2	2.93225E+2	-2.61457E+1	7.19892E-3	5.04656E+4
-2.62995E-1	-2.96964E-1	-2.83840E-4	2.99499E+2	2.93217E+2	-2.61519E+1	7.19931E-3	5.04716E+4
-2.14209E-1	-2.51012E-1	-5.44152E-4	2.99502E+2	2.93207E+2	-2.61350E+1	7.19500E-3	5.04776E+4
-1.65596E-1	-2.00102E-1	-8.31349E-4	2.99506E+2	2.93224E+2	-2.61294E+1	7.19950E-3	5.04836E+4
-1.13691E-1	-1.48328E-1	-3.44750E-4	2.99511E+2	2.93258E+2	-2.61368E+1	7.20068E-3	5.04895E+4
-6.55612E-2	-1.02677E-1	1.02772E-4	2.99506E+2	2.93229E+2	-2.61539E+1	7.20413E-3	5.04956E+4
-1.65279E-2	-5.37001E-2	-2.60082E-4	2.99493E+2	2.93170E+2	-2.61562E+1	7.20028E-3	5.05016E+4
-3.71909E-3	-1.84285E-2	-1.67315E-4	2.99487E+2	2.93134E+2	-2.61640E+1	7.20241E-3	5.05076E+4
