B_digital_(T)	B_analog_(T)	moment_(emu)	T_VTI_(K)	T_sample_(K)	sense_phase	sense_amplitude	Time
-1.99660E+0	-2.10819E+0	-1.67545E-3	2.99485E+2	2.92734E+2	-2.64321E+1	6.94027E-3	3.57325E+4
-1.94755E+0	-2.05487E+0	-1.55692E-3	2.99486E+2	2.92718E+2	-2.64763E+1	6.93250E-3	3.57386E+4
-1.89854E+0	-2.00146E+0	-1.61638E-3	2.99486E+2	2.92701E+2	-2.65241E+1	6.92447E-3	3.57446E+4
-1.85032E+0	-1.95429E+0	-1.78491E-3	2.99487E+2	2.92704E+2	-2.65410E+1	6.93001E-3	3.57505E+4
-1.80131E+0	-1.90897E+0	-1.48602E-3	2.99488E+2	2.92717E+2	-2.65335E+1	6.93194E-3	3.57566E+4
-1.75212E+0	-1.85707E+0	-1.57689E-3	2.99487E+2	2.92717E+2	-2.65315E+1	6.92936E-3	3.57626E+4
-1.70361E+0	-1.80519E+0	-1.80097E-3	2.99486E+2	2.92708E+2	-2.65411E+1	6.92881E-3	3.57686E+4
-1.65539E+0	-1.75895E+0	-1.51945E-3	2.99487E+2	2.92705E+2	-2.65133E+1	6.93392E-3	3.57746E+4
-1.60684E+0	-1.71320E+0	-1.18464E-3	2.99488E+2	2.92712E+2	-2.64402E+1	6.93594E-3	3.57805E+4
-1.55818E+0	-1.66170E+0	-1.16849E-3	2.99489E+2	2.92701E+2	-2.64498E+1	6.93313E-3	3.57865E+4
-1.50920E+0	-1.61204E+0	-1.18402E-3	2.99489E+2	2.92688E+2	-2.65241E+1	6.92493E-3	3.57926E+4
-1.46007E+0	-1.56710E+0	-1.12035E-3	2.99490E+2	2.92709E+2	-2.65572E+1	6.91872E-3	3.57986E+4
-1.41143E+0	-1.52070E+0	-1.04461E-3	2.99489E+2	2.92710E+2	-2.65785E+1	6.91969E-3	3.58046E+4
-1.36328E+0	-1.46956E+0	-1.44759E-3	2.99490E+2	2.92694E+2	-2.66024E+1	6.91941E-3	3.58106E+4
-1.31472E+0	-1.41625E+0	-1.99023E-3	2.99491E+2	2.92697E+2	-2.65378E+1	6.92128E-3	3.58165E+4
-1.26583E+0	-1.36967E+0	-1.31301E-3	2.99492E+2	2.92696E+2	-2.63757E+1	6.93061E-3	3.58226E+4
-1.21718E+0	-1.32086E+0	-9.79117E-4	2.99494E+2	2.92702E+2	-2.63065E+1	6.93718E-3	3.58286E+4
-1.16834E+0	-1.27169E+0	-8.90466E-4	2.99494E+2	2.92705E+2	-2.63031E+1	6.93603E-3	3.58346E+4
-1.11265E+0	-1.21725E+0	-8.18613E-4	2.99494E+2	2.92684E+2	-2.62621E+1	6.93821E-3	3.58414E+4
-1.06487E+0	-1.16869E+0	-5.62592E-4	2.99494E+2	2.92677E+2	-2.62463E+1	6.93984E-3	3.58473E+4
-1.00788E+0	-1.11233E+0	-6.01633E-4	2.99493E+2	2.92675E+2	-2.62491E+1	6.93659E-3	3.58543E+4
-9.59730E-1	-1.06446E+0	-6.47410E-4	2.99494E+2	2.92675E+2	-2.62421E+1	6.93313E-3	3.58603E+4
-9.08955E-1	-1.01780E+0	-5.63417E-4	2.99494E+2	2.92659E+2	-2.62312E+1	6.93421E-3	3.58665E+4
-8.60015E-1	-9.67854E-1	-4.03253E-4	2.99493E+2	2.92657E+2	-2.62092E+1	6.93807E-3	3.58726E+4
-8.02754E-1	-9.05295E-1	-5.30840E-4	2.99491E+2	2.92644E+2	-2.61998E+1	6.94165E-3	3.58796E+4
-7.54070E-1	-8.54644E-1	-1.04017E-4	2.99488E+2	2.92632E+2	-2.62245E+1	6.94142E-3	3.58856E+4
-7.05283E-1	-8.07136E-1	-1.62407E-6	2.99486E+2	2.92630E+2	-2.62308E+1	6.93822E-3	3.58916E+4
-6.56857E-1	-7.60816E-1	-5.41608E-4	2.99486E+2	2.92622E+2	-2.62325E+1	6.93526E-3	3.58976E+4
-6.08656E-1	-7.10366E-1	-5.10124E-4	2.99489E+2	2.92616E+2	-2.62430E+1	6.93438E-3	3.59035E+4
-5.59948E-1	-6.59086E-1	-3.73411E-4	2.99494E+2	2.92612E+2	-2.62395E+1	6.93343E-3	3.59095E+4
-5.10942E-1	-6.10847E-1	-9.37832E-4	2.99496E+2	2.92626E+2	-2.62201E+1	6.93541E-3	3.59156E+4
-4.62142E-1	-5.64991E-1	-8.11547E-4	2.99498E+2	2.92628E+2	-2.62179E+1	6.93337E-3	3.59216E+4
-4.13613E-1	-5.14772E-1	-3.82881E-4	2.99497E+2	2.92605E+2	-2.62222E+1	6.92976E-3	3.59276E+4
-3.64398E-1	-4.63196E-1	-6.65787E-5	2.99497E+2	2.92616E+2	-2.62407E+1	6.93412E-3	3.59336E+4
-3.16002E-1	-4.18059E-1	-7.96610E-5	2.99495E+2	2.92628E+2	-2.62524E+1	6.94011E-3	3.59396E+4
-2.67761E-1	-3.68352E-1	3.37080E-5	2.99493E+2	2.92633E+2	-2.62235E+1	6.93732E-3	3.59455E+4
-2.18727E-1	-3.19338E-1	-1.24075E-4	2.99494E+2	2.92616E+2	-2.62353E+1	6.93808E-3	3.59516E+4
-1.69610E-1	-2.74817E-1	2.38600E-5	2.99498E+2	2.92600E+2	-2.62140E+1	6.93948E-3	3.59576E+4
-1.21152E-1	-2.23298E-1	-2.20703E-5	2.99502E+2	2.92613E+2	-2.61921E+1	6.93683E-3	3.59636E+4
-7.26329E-2	-1.71832E-1	-9.41433E-5	2.99508E+2	2.92634E+2	-2.62103E+1	6.93658E-3	3.59696E+4
