B_digital_(T)	B_analog_(T)	moment_(emu)	T_VTI_(K)	T_sample_(K)	sense_phase	sense_amplitude	Time
1.98477E+0	2.04662E+0	2.50983E-4	2.94686E+2	2.87721E+2	-2.61012E+1	7.02488E-3	3.67980E+4
1.93346E+0	1.99619E+0	1.04219E-4	2.94681E+2	2.87699E+2	-2.61179E+1	7.02506E-3	3.68039E+4
1.88505E+0	1.94562E+0	1.20966E-4	2.94677E+2	2.87715E+2	-2.61289E+1	7.02532E-3	3.68099E+4
1.82483E+0	1.87921E+0	-2.39312E-5	2.94670E+2	2.87708E+2	-2.61094E+1	7.02350E-3	3.68181E+4
1.75356E+0	1.81415E+0	-8.01389E-5	2.94666E+2	2.87722E+2	-2.61234E+1	7.02527E-3	3.68261E+4
1.68609E+0	1.75949E+0	-1.48207E-4	2.94661E+2	2.87736E+2	-2.61293E+1	7.02683E-3	3.68327E+4
1.63976E+0	1.70348E+0	-3.96953E-4	2.94657E+2	2.87749E+2	-2.61166E+1	7.02546E-3	3.68400E+4
1.59079E+0	1.65577E+0	-4.17778E-4	2.94653E+2	2.87763E+2	-2.61077E+1	7.02239E-3	3.68459E+4
1.54383E+0	1.60231E+0	1.72876E-4	2.94649E+2	2.87767E+2	-2.60903E+1	7.02412E-3	3.68519E+4
1.45696E+0	1.49224E+0	-4.22729E-4	2.94642E+2	2.87751E+2	-2.60999E+1	7.02947E-3	3.68664E+4
1.40443E+0	1.46113E+0	1.01432E-4	2.94641E+2	2.87760E+2	-2.61169E+1	7.02608E-3	3.68687E+4
1.36417E+0	1.41280E+0	7.73169E-4	2.94638E+2	2.87769E+2	-2.61366E+1	7.02594E-3	3.68749E+4
1.31744E+0	1.36751E+0	1.18812E-4	2.94633E+2	2.87760E+2	-2.61250E+1	7.02110E-3	3.68809E+4
1.25653E+0	1.30436E+0	-3.50308E-4	2.94630E+2	2.87727E+2	-2.61155E+1	7.02750E-3	3.68887E+4
1.18673E+0	1.25089E+0	-1.28000E-4	2.94625E+2	2.87746E+2	-2.61073E+1	7.02515E-3	3.68947E+4
1.13699E+0	1.19489E+0	1.40857E-4	2.94621E+2	2.87761E+2	-2.60859E+1	7.02778E-3	3.69019E+4
1.07155E+0	1.12016E+0	-3.79970E-4	2.94615E+2	2.87766E+2	-2.60930E+1	7.02585E-3	3.69108E+4
1.00655E+0	1.05165E+0	-2.46474E-5	2.94612E+2	2.87756E+2	-2.60920E+1	7.02281E-3	3.69194E+4
9.39960E-1	1.00133E+0	1.41017E-4	2.94607E+2	2.87730E+2	-2.60995E+1	7.02224E-3	3.69255E+4
8.76690E-1	9.05659E-1	4.51234E-4	2.94597E+2	2.87734E+2	-2.61148E+1	7.02155E-3	3.69381E+4
7.99866E-1	8.42987E-1	4.07439E-5	2.94589E+2	2.87690E+2	-2.60972E+1	7.01868E-3	3.69443E+4
7.46202E-1	7.87726E-1	3.98932E-7	2.94583E+2	2.87676E+2	-2.61133E+1	7.01626E-3	3.69519E+4
6.94357E-1	7.40579E-1	3.73313E-4	2.94582E+2	2.87680E+2	-2.61381E+1	7.01440E-3	3.69579E+4
6.46275E-1	6.86778E-1	-4.66503E-5	2.94586E+2	2.87708E+2	-2.61220E+1	7.01443E-3	3.69639E+4
5.96771E-1	6.35145E-1	-6.47186E-4	2.94586E+2	2.87743E+2	-2.61041E+1	7.01856E-3	3.69700E+4
5.40103E-1	5.78592E-1	1.40674E-4	2.94582E+2	2.87740E+2	-2.61172E+1	7.01464E-3	3.69777E+4
4.71999E-1	5.30069E-1	6.34635E-4	2.94579E+2	2.87756E+2	-2.60927E+1	7.02379E-3	3.69836E+4
4.08271E-1	4.53953E-1	3.32599E-4	2.94574E+2	2.87727E+2	-2.61041E+1	7.02349E-3	3.69929E+4
3.60431E-1	4.00094E-1	-8.04085E-5	2.94569E+2	2.87687E+2	-2.61208E+1	7.01510E-3	3.69989E+4
3.07241E-1	3.49616E-1	-4.86845E-5	2.94567E+2	2.87688E+2	-2.61192E+1	7.01404E-3	3.70049E+4
2.60209E-1	3.05525E-1	2.97991E-6	2.94567E+2	2.87720E+2	-2.61489E+1	7.01517E-3	3.70110E+4
2.13071E-1	2.59937E-1	-9.76676E-5	2.94567E+2	2.87716E+2	-2.61445E+1	7.01802E-3	3.70169E+4
1.64302E-1	2.07341E-1	-3.74124E-4	2.94568E+2	2.87735E+2	-2.60866E+1	7.01655E-3	3.70229E+4
1.18785E-1	1.57100E-1	-3.02128E-4	2.94572E+2	2.87812E+2	-2.61024E+1	7.01792E-3	3.70289E+4
7.80611E-2	1.10923E-1	1.98262E-4	2.94567E+2	2.87793E+2	-2.61162E+1	7.01496E-3	3.70350E+4
3.43602E-2	6.32313E-2	-2.19681E-4	2.94552E+2	2.87684E+2	-2.61113E+1	7.01619E-3	3.70409E+4
0.00000E+0	2.20407E-2	-1.74159E-4	2.94542E+2	2.87598E+2	-2.61159E+1	7.01145E-3	3.70469E+4
